0.00153,59.47864
0.00243,70.1212
0.00349,84.96129
0.0043,98.04518
0.00489,110.33159
0.00554,124.89725
0.00655,138.85098
0.00754,153.18456
0.00852,168.21397
0.00949,182.61786
0.01076,194.76126
0.01213,206.98506
0.01346,216.12392
0.01472,221.037
0.0163,225.76755
0.01793,227.14011
0.01939,227.28705
0.02074,226.94438
0.02224,224.16806
0.02393,224.51332
0.02536,223.18527
0.02663,221.3261
0.02794,219.71384
0.02941,216.9028
0.03065,214.66905
0.03178,213.96831
0.03283,215.02795
0.0342,216.85739
0.0356,218.32271
0.03686,217.84811
0.03802,222.48012
0.03961,224.08705
0.04118,224.98161
0.04259,227.03142
0.0438,224.81198
0.04542,225.25476
0.04695,224.98619
0.04825,224.02618
0.0494,223.69453
0.05077,225.19133
0.05214,225.06557
0.05347,225.22244
0.05463,227.83083
0.05586,226.97667
0.05739,229.76291
0.05884,231.72794
0.06027,231.33089
0.0616,236.06549
0.06337,236.44084
0.06498,236.7737
0.06642,238.12372
0.06773,235.98384
0.0695,235.1723
0.07088,234.12462
0.07218,232.71202
0.07331,233.02634
0.07474,234.25244
0.07615,234.38821
0.07741,235.05002
0.07856,235.80197
0.07999,235.40988
0.08145,237.25385
0.08284,239.13416
0.08414,240.44133
0.08561,242.11163
0.08734,241.67374
0.08879,240.76091
0.09003,239.69136
0.09142,238.76483
0.09293,239.43036
0.09434,240.79984
0.09567,243.04333
0.09704,244.12872
0.09868,243.92526
0.10023,243.1021
0.10156,242.61914
0.1028,242.09546
0.10438,243.68654
0.10591,244.81828
0.10739,245.35373
0.10871,245.71898
0.11031,245.18762
0.1118,245.53482
0.11323,246.14177
0.11458,246.40623
0.11619,246.57545
0.11765,246.44392
0.11915,245.90005
0.12048,245.37196
0.12184,246.97932
0.12339,246.65054
0.12481,245.80121
0.12614,246.61998
0.12734,244.71124
0.12891,245.83813
0.13035,248.05734
0.13167,248.4014
0.13299,251.37883
0.13494,251.87985
0.13651,252.0632
0.13793,252.02122
0.13934,251.50542
0.14113,251.82051
0.14279,251.619
0.14423,250.60391
0.14563,249.44264
0.14722,249.71942
0.14878,250.79355
0.15025,251.63487
0.15175,253.04178
0.15329,253.38252
0.15505,254.02368
0.15667,254.22235
0.15804,254.18098
0.15963,253.9698
0.16135,253.13237
0.1629,252.2619
0.16426,252.27316
0.16574,252.4931
0.16745,252.87361
0.16903,252.77855
0.17039,252.03291
0.17173,252.72997
0.17341,252.32382
0.17493,252.94946
0.17644,254.79018
0.17768,254.00252
0.1796,254.57877
0.18118,253.95183
0.18271,252.95911
0.18405,253.42822
0.18573,253.07823
0.18726,253.90085
0.18883,254.91046
0.19023,255.90511
0.19183,255.46118
0.19363,255.9259
0.19525,256.27197
0.19676,255.13887
0.19826,256.54236
0.20006,256.16006
0.20165,255.47928
0.20306,255.81169
0.2044,253.89627
0.2063,254.81799
0.20783,254.31612
0.20919,253.20895
0.21061,254.50894
0.21234,255.61859
0.21399,257.07156
0.21556,258.36121
0.21712,258.62369
0.21902,258.44318
0.2208,258.11349
0.22246,257.24118
0.22377,257.69458
0.22556,258.27386
0.2274,258.52542
0.22912,259.03201
0.23039,257.36572
0.2323,258.1947
0.23418,258.10809
0.2359,257.53336
0.23736,258.80215
0.23914,259.689
0.24106,259.07697
0.24277,257.46918
0.24416,256.87433
0.24565,254.9525
0.24754,256.20181
0.24915,256.94974
0.25078,255.38286
0.25217,258.2005
0.25421,258.73874
0.25596,259.2131
0.25762,260.48431
0.25908,257.82004
0.26116,257.76617
0.26287,256.2691
0.26442,254.76649
0.26579,255.15623
0.26757,255.92984
